movieId,tag
11,"Romance,white house,new love,usa president,white house,widower,wildlife conservation,Aaron Sorkin,Romance,politics,single parents,US President,Aaron Sorkin,Aaron Sorkin,politics,Romance,NO_FA_GANES,Amazing kung fu,decent flick,Annette Bening,ethics,great cast,great performances,great story,Michael Douglas,morals,Rob Reiner,CLV,Drama,Romance,president,girlie movie,Romance,Aaron Sorkin,Michael Douglas,politics,morals,politics,president,cute,DVD Collection,president,US President,White House,Aaron Sorkin,politics,23.03.06,Bibliothek,seen,politics,Aaron Sorkin,seen more than once,Aaron Sorkin,great performances,Michael Douglas,screenwriter:Aaron Sorkin"
12,"dracula,spoof,Mel Brooks,gothic,Leslie Nielsen,funny,spoof,Leslie Nielsen,Mel Brooks,Leslie Nielsen,BD-R,Leslie Nielsen,Leslie Nielsen,Mel Brooks,spoof,parody,farce,spoof,vampires,spoof,vampire"
13,"Ei muista,alaska,bear attack,dog,dog sled,dog-sledding race,frozen lake,goose,pet,wolf,James Horner,dogs,dogsled,sort of boring,animated,dogs,sled dogs,talking animals,Simon Wells,itaege,wolves,animation,dogs,talking animals,animated,dogs,sled dogs,talking animals"
14,"biography,government,historical figure,presidential election,usa president,watergate scandal,corruption,politics,true story,US President,politics,Oliver Stone,biographical,biopic,character based on real person:Richard Nixon,US President,cinematographer:Robert Richardson,CLV,watergate,president,political drama,based on a true story,biographical,Oliver Stone,politics,Historical opinion,Tumey's VHS,own,Oliver Stone,Anthony Hopkins,Drama,based on a true story,long"
15,"exotic island,map,pirate,scalp,ship,treasure,big budget,treasure,pirates,action,adventure,better than I remembered,Frank Langella,Geena Davis,humor,Pirate,pirates,sword fight,treasure,treasure hunt,treasure,pirates,pirates,CLV,treasure,pirates,sexuality,treasure,treasure,pirates,Pirate,treasure,treasure,bad acting,Geena Davis,pirates,treasure,Pirate,pirates"
16,"Mafia,Mafia,Martin Scorsese,organized crime,robert de niro,DeNiro,gangster,Pesci,Vegas,casino,1970s,1980s,drug abuse,illegal prostitution,mafia,overdose,poker,hysterical wife,las vegas,Mafia,mob,Sharon Stone,violence,violent,based on a book,rewatch,narrated,plot,based on a book,great performances,Joe Pesci,Martin Scorsese,organized crime,robert de niro,Sharon Stone,casino,memasa's movies,Robert Deniro,gangsters,imdb top 250,las vegas,mafia,Martin Scorsese,narrated,Robert De Niro,Sharon Stone,casino,Martin Scorsese,narrated,Robert De Niro,violent,based on a book,gangsters,imdb top 250,Las Vegas,Mafia,nudity (rear),casino,gangsters,imdb top 250,las vegas,long,Mafia,mob,organized crime,great performances,robert de niro,Sharon Stone,indulgent,muddled motivations,slow,stylish,watch,imdb top 250,Joe Pesci,robert de niro,Documentary like,imdb top 250,Mafia,Martin Scorsese,Mafia,organized crime,violent,NO_FA_GANES,corruption,gamble,mafia,soundtrack,violence,Joe Pesci,mafia,Martin Scorsese,organized crime,cannibalism,Robert DeNiro,mafia,20060407,robert de niro,scorcese,complex,gangsters,great performances,imdb top 250,las vegas,mafia,Martin Scorsese,narrated,non-fiction,organized crime,Robert De Niro,Martin Scorsese,gangsters,mafia,Robert De Niro,Joe Pesci,robert de niro,based on a book,casino,corruption,gangsters,great performances,hysterical wife,imdb top 250,Joe Pesci,Las Vegas,long,mafia,Martin Scorsese,mob,narrated,organized crime,Sharon Stone,violence,Martin Scorsese,robert de niro,las vegas,Mafia,organized crime,robert de niro,great performances,Joe Pesci,Mafia,Martin Scorsese,organized crime,robert de niro,violent,based on a book,character development,complex,corruption,gangsters,imdb top 250,Mafia,Martin Scorsese,narrated,organized crime,excellent cast,Great Ensemble Cast,great performances,Joe Pesci,long movie,Robert De Niro,Sharon Stone,masterpiece,violent,de niro in pink,gangster,gangsters,mob,organized crime,violent,great performances,Martin Scorsese,cinematographer:Robert Richardson,Martin Scorsese,BD-Video,CLV,based on a book,gambling,Joe Pesci,las vegas,Mafia,Martin Scorsese,organized crime,Robert DeNiro,Sharon Stone,Suspense,cult film,mafia,robert de niro,scorcese,Martin Scorsese,robert de niro,nudity,etaege,mafia,non-fiction,na dysku,based on a book,cannibalism,corruption,imdb top 250,Nudity (Topless - Brief),Martin Scorsese,Martin Scorsese,great performances,imdb top 250,Martin Scorsese,robert de niro,great performances,Joe Pesci,Martin Scorsese,mob,narrated,organized crime,robert de niro,Sharon Stone,Martin Scorsese,great performances,Joe Pesci,Martin Scorsese,robert de niro,Sharon Stone,based on a book,casino,corruption,gangster,Great Ensemble Cast,great performances,mafia,Martin Scorsese,Nudity (Rear),Nudity (Topless - Brief),organized crime,Robert De Niro,violence,violent,violent,need to own,joe pesci,Joe Pesci,Martin Scorsese,Robert De Niro,Sharon Stone,gangsters,great performances,Joe Pesci,las vegas,Mafia,Martin Scorsese,organized crime,robert de niro,mafia,Martin Scorsese,organized crime,Martin Scorsese,Martin Scorsese,Martin Scorsese,Mafia,violent,casino,corruption,gangsters,Mafia,narrated,organized crime,violent,Bibliothek,Tumey's DVDs,Nudity (Rear),Nudity (Topless - Brief),Las Vegas,organized crime,Martin Scorsese,Mafia,Martin Scorsese,based on a book,Mafia,organized crime,robert de niro,Divx1,cult film,imdb top 250,mafia,mob,narrated,Robert De Niro,Martin Scorsese,Robert De Niro,Robert De Niro,mafia,character development,violent,las vegas,Martin Scorsese,mob,Martin Scorsese,narrated,robert de niro,corruption,great performances,mafia,Joe Pesci,Martin Scorsese,organized crime,robert de niro,Sharon Stone,complex,Goodfellas II,Joe Pesci,Las Vegas,Martin Scorsese,Robert De Niro,Sharon Stone,great performances,hysterical wife,Mafia,Martin Scorsese,organized crime,Sharon Stone,Martin Scorsese,based on a book,mafia,Martin Scorsese,long,great performances,Joe Pesci,Martin Scorsese,robert de niro"
17,"chick flick,British,Jane Austen,19th century,adapted from:book,based on a book,Hugh Grant,very well adapted,19th century,based on novel or book,bowling,country life,decorum,devon,horse and carriage,inheritance,military officer,period drama,rainstorm,rural setting,servant,Jane Austen,Netflix Finland,19th century,Alan Rickman,British,Emma Thompson,emotional,Hugh Grant,Jane Austen,Kate Winslet,Period,Romance,romantic,Oscar Nominee: Best Picture,Oscar Nominee: Best Picture 1995,Kate Winslet,based on a book,Jane Austen,based on a book,British,Hugh Grant,Jane Austen,romantic,Shakespeare,Emma Thompson,Jane Austen,Oscar Nominee: Best Picture,chick flick,Jane Austen,Period,romantic,dvd,mine,Alan Rickman,British,costume drama,emotional,Romance,19th century,costume drama,emotional,Jane Austen,Kate Winslet,Period,romantic,adapted from:book,based on a book,romance,romantic,Shakespeare,costume drama,Jane Austen,Period,romantic,based on a book,classic literature,fast,romantic,boring,nothing happens,Jane Austen,based on a book,British,classic,Jane Austen,based on a book,British,chick flick,Hugh Grant,romantic,Ang Lee,adapted from:book,author:Jane Austen,Jane Austen,Alan Rickman,Britain,British,courtship,Emma Thompson,heartbreak,Hugh Grant,Hugh Laurie,Imogen Stubbs,Jane Austen,Kate Winslet,London,patriarchy,rural,upper class,BD-R,CLV,English,Romance,Ang Lee,19th century,Alan Rickman,based on a book,British,costume drama,Jane Austen,Period,Regency England,romantic,Alan Rickman,Ang Lee,Emma Thompson,Jane Austen,Period,romantic,Alan Rickman,Emma Thompson,Hugh Grant,historical,literature,true love story,na dysku,British,19th century,adapted from:book,British,hulu,19th century,Jane Austen,romantic,seen 2012,Alan Rickman,British,chick flick,Hugh Grant,Kate Winslet,based on a book,based on a book,Jane Austen,18th century,19th century,British,Jane Austen,Period,Romance,romantic,Emma Thompson,based on a book,Jane Austen,romantic,Alan Rickman,Emma Thompson,Jane Austen,19th century,based on a book,chick flick,costume drama,Great Screenplays,heartwarming,historical,literature,period piece,romantic,19th century,adapted from:book,Ang Lee,British,costume drama,Jane Austen,Alan Rickman,Emma Thompson,Kate Winslet,18th century,classic,emotional,Emma Thompson,Hugh Grant,Bibliothek,Alan Rickman,Emma Thompson,Hugh Grant,Kate Winslet,18th century,19th century,Alan Rickman,Ang Lee,author:Jane Austen,based on a book,Britain,British,classic literature,costume drama,Emma Thompson,Hugh Grant,Jane Austen,Kate Winslet,Period,period drama,period film,Regency England,romantic,18th century,19th century,British,emotional,English,Hugh Grant,Jane Austen,Romance,romantic,BGAB LRC,Jane Austen,Great Adaptations,Great Screenplays,British,Shakespeare,19th century,Alan Rickman,based on a book,British,chick flick,costume drama,Hugh Grant,Jane Austen,Kate Winslet,romance,romantic,19th century,Alan Rickman,Ang Lee,British,costume drama,Emma Thompson,historical,Jane Austen,Period,Sven's to see list,based on a book,British,18th century,Jane Austen,romance,trials and tribulations,based on a book,British,heartwarming,Hugh Grant,Jane Austen,period film,romance,Alan Rickman,Alan Rickman,chick flick,classic,Hugh Grant,Jane Austen,Kate Winslet,Period,19th century,Alan Rickman,British,costume drama,Emma Thompson,Hugh Grant,Jane Austen,18th century,British,chick flick,costume drama,Jane Austen,Period,romantic,british,period piece,romance,seen a while ago,Alan Rickman,British,costume drama,18th century,19th century,adapted from:book,British,Jane Austen,Jane Austen,adapted from:book,Alan Rickman,Ang Lee,author:Jane Austen,British,Emma Thompson,Hugh Grant,Kate Winslet,chick flick,hugh grant,romance,shakespeare"
18,"anthology,dark comedy,fast paced,gross,hotel,multiple storylines,murder,new year,night,Nudity (Topless),Quentin Tarantino,Robert Rodriguez,role play,Tim Roth,vomiting,witchcraft,Antonio Banderas,Madonna,multiple storylines,Quentin Tarantino,comedy,hotel,multiple storylines,anthology,bet,hoodlum,hotel,hotel room,los angeles,new year's eve,sperm,witch,woman director,multiple storylines,Quentin Tarantino,Robert Rodriguez,dark comedy,Quentin Tarantino,hotel,multiple storylines,nudity (topless),dark comedy,hotel,Bruce Willis,dark comedy,multiple storylines,Quentin Tarantino,Tim Roth,Quentin Tarantino,Comedy,dark comedy,Jennifer Beals,multiple storylines,Quentin Tarantino,Tarantino,Tim Roth,witches,fast paced,multiple storylines,Quentin Tarantino,Tim Roth,multiple storylines,Quentin Tarantino,multiple storylines,Tim Roth,Tarantino,tarantino,Antonio Banderas,Bruce Willis,hotel,Quentin Tarantino,Robert Rodriguez,Tim Roth,Bruce Willis,Comedy,multiple storylines,tarantino,dark comedy,Quentin Tarantino,Tim Roth,fast paced,multiple short stories in one,Rodriguez,multiple storylines,Quentin Tarantino,Robert Rodriguez,Tim Roth,multiple storylines,Tim Roth,dark comedy,Quentin Tarantino,Tim Roth,anthology,Alexandre Rockwell,Allison Anders,Rodriguez,Tarantino,Tarantino,multiple storylines,Quentin Tarantino,dark comedy,Quentin Tarantino,Tumey's VHS,dark comedy,multiple storylines,Quentin Tarantino,own,Tarantino,Nudity (Topless),Nudity (Topless),Antonio Banderas,Quentin Tarantino,Tim Roth,multiple storylines,Quentin Tarantino,4,Quentin Tarantino,Robert Rodriguez,awesome soundtrack,Combustible Edison Music,dark comedy,Quentin Tarantino,blasphemous,foul language,Tarantino,Antonio Banderas,dark comedy,hotel,Madonna,Quentin Tarantino,Salma Hayek,Tim Roth,anthology,multiple storylines,Quentin Tarantino,witch,multiple storylines"
19,"detective,childhood classic,Jim Carrey,comedy,detective,Jim Carrey,over the top,silly fun,childhood fav,Jim Carrey,Simon Callow,Steve Oedekerk,Jim Carrey,africa,bat,human animal relationship,indigenous,detective,comedy,Jim Carrey,detective,Jim Carrey,silly fun,Jim Carrey,detective,detective,comedy,Africa,detective,comedy,goofy,Jim Carrey,silly fun,stupid,Africa,comedy,Jim Carrey,silly fun,Jim Carrey,silly fun,Stupid as Hell,Jim Carrey,Jim Carrey,comedy,Jim Carrey,detective,crazy,Jim Carrey,over the top,detective,comedy,Jim Carrey,detective,awesome,comedy,detective,over the top,silly fun,Jim Carrey,Rhino action :D,Stupid as Hell,Steve Oedekerk,Jim Carrey,detective,private detective,Jim Carrey,Jim Carrey,Jim Carrey,detective,comedy,comedy,Jim Carrey,over the top,hilarious,simple,very funny,comedy,hilarious,Jim Carrey,sequel,comedy,Jim Carrey,over the top,silly fun,goofy,Stupid as Hell,Jim Carrey,Rhino action :D,One of the worst movies of all time,over the top,Stupid as Hell,Gross-out,spit,hehehe,Jim Carrey,hilarious,silly fun,very funny,dumb,Jim Carrey,Jim Carrey,comedy,detective,Jim Carrey,over the top,silly fun,Stupid as Hell,Jim Carrey,Not my kind of comedy,Jim Carrey,silly fun,detective,Jim Carrey,Not my kind of comedy,One of the worst movies of all time,Stupid as Hell,dumb,over the top,Jim Carrey,Steve Oedekerk,detective,over the top,silly fun,detective,detective,Jim Carrey,detective,comedy,Stupid as Hell,Africa,comedy,Jim Carrey,Jim Carrey,detective,Not my kind of comedy,Jim Carrey,detective"
20,"new york city,new york subway,sibling relationship,subway,train robbery,Joseph Ruben,CLV,lame,Nudity (Topless - Brief),worthwhile"
21,"Crime,Hollywood,movie business,USA,based on novel or book,business,con,crime,debt,drugs,gambling,gangster,hollywood,job,mafia,miami,mobster,money,murder,producer,travel,violence,foqam,based on a book,Elmore Leonard,movie business,watch,travolta,Hollywood,mafia,satire,NO_FA_GANES,Getting old but still excellent,John Travolta,author:Elmore Leonard,Elmore Leonard,Hollywood,mafia,Barry Sonnenfeld,mafia,satire:Hollywood insiders,contrived,forgetable,funny,silly,CLV,Gene Hackman,satire:Hollywood insiders,silly,funny!,Gene Hackman,Hilarious!,hollywood,John Travolta,mafia,satire,satire:Hollywood insiders,Danny DeVito,Gene Hackman,John Travolta,mafia,forgetable,Gene Hackman,airport,Crime,drugs,Escobar,gambling,Hollywood,LA,mafia,miami,money,movie business,murder,plane crash,producer,stuntman,USA,violence,John Travolta,Hollywood,author:Elmore Leonard,Hollywood"
22,"thriller,thriller,thriller,cowardliness,police brutality,police operation,police protection,psychologist,psychology,serial killer,detective,suspenseful,serial killer,detective,suspenseful,detective,thriller,claustrophobic,serial killer,detective,detective,suspenseful,Holly Hunter,J.E. Freeman,Sigourney Weaver,serial killer,suspenseful,thriller,thriller,detective,suspenseful,detective,thriller,thriller,thriller,thriller,agoraphobia,female protagonist,serial killer,Sigourney Weaver,trauma,detective,suspenseful,thriller,detective,suspenseful,thriller,detective,detective,suspenseful,thriller,suspenseful,detective,suspenseful,thriller,thriller,detective,suspenseful,detective,serial killer,detective,mystery,psychology,suspense,suspenseful,thriller,mystery,serial killer,suspense,thriller,detective,serial killer,suspenseful,thriller,thriller,serial killer,thriller,thriller,detective,serial killer,thriller,detective,detective,detective,suspenseful,suspenseful,detective,thriller,thriller,thriller,detective,serial killer,serial killer,thriller"
23,"assassination,bank,caribbean,cat,cia,competition,detroit,double cross,hidden camera,hitman,mexican standoff,mission of murder,police chase,rescue,rivalry,seattle,shootout,silencer,sniper rifle,Richard Donner,CLV,Sylvester Stallone,action,Antonio Banderas,assassination,cat,chess,contract killer,escape,explosions,festival,Julianne Moore,plot twist,police chase,rivalry,Spain,strong cast,stunts,Sylvester Stallone,2.5,Divx1,Sylvester Stallone"
24,"earnest,elegiac,poignant,reflective,tearjerking,albino,christ allegory,dead animal,extrasensory perception,fainting,flickering light,healing power,held at gunpoint,jacobs ladder,pale,psionic power,shot to death,teacher student relationship,teenage boy,Post apocalyptic,albino,elegiac,special powers,Victor Salva,controversial,reflective,Can't remember,inane,pretentious,albino,special powers,outcast teaches us all a cheesy lesson,pretentious,albino,special powers,albino,Coming of age,Empathy,Fantasy,Philosophy,special powers,poignant"
25,"Nicolas Cage,ALCOHOLISM,atmospheric,elegiac,intimate,melancholy,poignant,PROSTITUTES,STAR-CROSSED LOVERS,SUICIDE,understated,alcohol,alcohol abuse,alcoholism,casino,dying and death,hotel room,individual,las vegas,los angeles,love at first sight,lovesickness,movie business,prostitute,rage and hate,screenwriter,unsociability,depressing,Elisabeth Shue,existential,intimate,love,melancholic,Nicolas Cage,self destruction,understated,addiction,atmospheric,favorites,melancholic,melancholic,dark,Annemari,library,adapted from:book,addiction,alcoholism,atmospheric,based on a book,dark,depressing,drinking,Elisabeth Shue,intimate,loneliness,love,Nicolas Cage,Nudity (Topless),prostitution,SUICIDE,understated,alcoholism,based on a book,dark,depressing,drama,intimate,melancholic,Nicolas Cage,SUICIDE,dark,Elisabeth Shue,drinking,nudity (topless),prostitution,atmospheric,drama,great soundtrack,Nicolas Cage,Oscar (Best Actor),understated,melancholic,overrated,melancholic,alcoholism,love,intimate,Nudity (Topless),NO_FA_GANES,melancholic,alcoholism,Nicolas Cage,atmospheric,based on a book,dark,Elisabeth Shue,Nicolas Cage,depressing,realistic characters,melancholic,alcoholism,dark,depressing,Nicolas Cage,SUICIDE,melancholic,atmospheric,dark,depressing,existential,melancholic,suicide,Mike Figgis,adapted from:book,author:John O'Brien,DVD-Video,melancholic,alcoholism,alcoholism,depressing,drama,Nicolas Cage,haunting,alcoholism,atmospheric,based on a book,dark,depressing,drama,Elisabeth Shue,melancholic,Nicolas Cage,Nudity (Topless),Oscar (Best Actor),prostitution,SUICIDE,depressing,existential,melancholic,addiction,addiction,existential,nihilism,addiction,alcoholism,atmospheric,based on a book,dark,depressing,drama,intimate,loneliness,love,melancholy,Nicolas Cage,poignant,prostitution,SUICIDE,understated,atmospheric,existential,intimate,understated,Elisabeth Shue,Emily Procter,Julian Sands,Kim Adams,Mariska Hargitay,melancholic,Nicolas Cage,Nudity (Topless),Valeria Golino,atmospheric,existential,based on a book,depressing,drama,Nicolas Cage,Nudity (Topless),Oscar (Best Actor),prostitution,addiction,dark,depressing,drama,existential,intimate,SUICIDE,suicide,depressing,Nudity (Topless),STAR-CROSSED LOVERS,Oscar (Best Actor),alcoholism,elizabeth shue,Nicolas Cage,Bibliothek,alcoholism,depressing,prostitution,SUICIDE,atmospheric,dark,drama,Nudity (Topless),melancholic,Nicolas Cage,addiction,alcoholism,depressing,suicide,melancholic,alcoholism,atmospheric,bad casting,dark,depressing,drinking,great soundtrack,implausible,prostitution,sad,melancholic,loneliness,love is not enough,Nicolas Cage,melancholic,atmospheric,Bibliothek,drama,great soundtrack,love,Oscar (Best Actor),addiction,alcoholism,dark,depressing,love,Nudity (Topless),Oscar (Best Actor),SUICIDE,Nicolas Cage,overacting,depressing,based on a book,atmospheric,Nudity (Topless),PROSTITUTES,atmospheric,dark,depressing,Elisabeth Shue,love,melancholic,Nicolas Cage,melancholic,Alcoholism,Elisabeth Shue,Nicolas Cage,Nicolas Cage,Oscar (Best Actor),alcoholism"
26,"friends,jealousy,moor,shakespeare,based on a play,Shakespeare,shakespeare,Oliver Parker,adapted from:play,playwright:Shakespeare,CLV,Ei muista,based on a play,Shakespeare,Shakespearean,Shakespeare,Shakespeare,Shakespeare,Nudity (Topless),Nudity (Topless),Shakespeare,Shakespeare"
27,"1970s,coming of age,female friendship,gynecologist,photocopier,truth or dare,woman director,Bechdel Test:Pass,Brendan Fraser,Christina Ricci,Demi Moore,friendship,Gaby Hoffman,Janeane Garofalo,Melanie Griffith,Rita Wilson,Rosie O'Donnell,sisterhood,songs,soundtrack,Thora Birch,women,1970s,Bechdel Test:Pass,Christina Ricci,coming of age,Demi Moore,friendship,Gaby Hoffman,great soundtrack,Janeane Garofalo,retro,Rita Wilson,Rosie O'Donnell,Thora Birch,women,netflix,prospect preferred"
28,"Jane Austen,Ciarán Hinds,Jane Austen,admiral,captain,napoleonic wars,old flame,library vhs,based on a book,Jane Austen,Fiona Shaw,Jane Austen,19th century,adapted from:book,Amanda Root,Ciarán Hinds,Jane Austen,setting:England,acting,based on a book,bland,boring,classic literature,slow,18th century,adapted from:book,Amanda Root is fabulous in this,author:Jane Austen,setting:England,BD-R,CLV,Best adaptation,reviewed,etaege,Jane Austen,Amanda Root,Pam's list,period piece,18th century,Jane Austen,author:Jane Austen,Jane Austen,Jane Austen,Jane Austen,author:Jane Austen,Jane Austen,19th century,adapted from:book,Amanda Root,author:Jane Austen,CiarÃ¡n Hinds,England,Fiona Shaw,Roger Michell,screenwriter:Nick Dear"
29,"dystopia,surreal,bleak,children,kidnapping,steampunk,surreal,weird,weird,dark,dark fairytale,dark,atmospheric,bleak,dreamlike,fanciful,hallucinatory,stylized,whimsical,aging,childhood,children,clone,dream,dystopia,eye,friendship,girl,island,rescue,dark,dystopia,stylized,surreal,weird,strange,strange,visual,dark,clowny clones,memasa's movies,dystopia,weird,weird,surreal,weird,steampunk,dystopia,surreal,children,dark fantasy,dystopia,Jean-Pierre Jeunet,steampunk,stylized,surreal,visually appealing,whimsical,atmospheric,dark fantasy,dystopia,steampunk,surreal,visually appealing,whimsical,dystopia,weird,visually stunning,atmospheric,beautiful,bleak,children,Santa Claus,surreal,visually appealing,whimsical,dark,atmospheric,beautiful,dark fantasy,Dominique Pinon,Jean-Pierre Jeunet,surreal,visually appealing,whimsical,atmospheric,dark,dystopia,Jean-Pierre Jeunet,steampunk,surreal,visually appealing,dark,atmospheric,beautiful,bleak,characters,children,dark,dark fairytale,Dark fantasy,dreamlike,dystopia,hallucinatory,Jean-Pierre Jeunet,kidnapping,Marc Caro,rescue,Ron Perlman,Santa Claus,steampunk,strange,stylized,surreal,visually appealing,visually stunning,weird,whimsical,dark,dark,dark,atmospheric,dystopia,steampunk,surreal,visually appealing,bleak,kidnapping,Santa Claus,dark,atmospheric,children,dystopia,hallucinatory,steampunk,dark,weird,atmospheric,beautiful,bleak,children,dark fairytale,dark fantasy,dreamlike,dystopia,kidnapping,Ron Perlman,Santa Claus,sci-fi,steampunk,surreal,visually appealing,atmospheric,beautiful,Dark fantasy,dreamlike,steampunk,surreal,visually appealing,whimsical,Jean-Pierre Jeunet,Marc Caro,weird,whimsical,visually stunning,dark,children,Santa Claus,Jeunet,Ron Perlman,dark,btaege,weird,dreamlike,dystopia,hallucinatory,weird,whimsical,bleak,dark,visually appealing,atmospheric,beautiful,dark fantasy,dystopia,steampunk,Legenda PT-BR,atmospheric,Dark fantasy,dreamlike,surreal,visually appealing,weird,atmospheric,bleak,dark,dark fairytale,Dark fantasy,dystopia,steampunk,surreal,visually appealing,atmospheric,beautiful,characters,dark,dark fairytale,Dark fantasy,Dominique Pinon,dreamlike,dystopia,hallucinatory,Jean-Pierre Jeunet,Marc Caro,Ron Perlman,sci-fi,setting,steampunk,stylized,surreal,visually appealing,weird,whimsical,dark,need to own,atmospheric,dystopia,surreal,dystopia,atmospheric,beautiful,dark fantasy,dystopia,stylized,surreal,visually appealing,whimsical,atmospheric,beautiful,dark,dark fairytale,Dark fantasy,dreamlike,steampunk,strange,weird,dark fantasy,surreal,dark,weird,atmospheric,dystopia,sci-fi,surreal,Santa Claus,steampunk,dark,dark,circus,dark,dark fairytale,deer shit,dystopia,kidnapping,Nudity (Topless),orphans,rescue,steampunk,stylized,surreal,surreal, dark, nightmare,dark,beautiful,Dark fantasy,dystopia,atmospheric,dystopia,surreal,visually appealing,atmospheric,beautiful,characters,Creepy,Creepy fantasy,Creepy tweens,dark,dark fairytale,Dark fantasy,dreamlike,Dwarf,dystopia,Freaks,French,hallucinatory,sci-fi,strange,surreal,visually appealing,visually stunning,weird,Weird fantasy,Weird soundtrack,Weird twins,whimsical,2.5,dark fantasy,dystopia,Ron Perlman,steampunk,surreal,whimsical,abused children,surreal,beautiful,atmospheric,dark fantasy,dystopia,surreal,children,weird,surreal,Jean-Pierre Jeunet,steampunk,dystopia,Jean-Pierre Jeunet,surreal,atmospheric,surreal,weird,visually appealing,atmospheric,awkward romance,bleak,dark fantasy,dreamlike,hallucinatory,Nudity (Topless),steampunk,stylized,visually appealing,atmospheric,Dark fantasy,steampunk,surreal,visually appealing,weird,dreamlike,Ron Perlman,steampunk,surreal,visually appealing,whimsical,skinut,Dark fantasy,atmospheric,beautiful,dark,dark fantasy,dystopia,Jean-Pierre Jeunet,steampunk,strange,surreal,visually appealing,atmospheric,bleak,dark,dark fairytale,Dark fantasy,dreamlike,dystopia,hallucinatory,stylized,surreal,visually appealing,visually stunning,weird,dark,weird,dystopia,atmospheric,dreamlike,dystopia,steampunk,surreal,atmospheric,dark"
30,"cabaret,diva,mistress,servant,shanghai,umbrella,uncle,Zhang Yimou"
31,"inspirational,inspirational,inspirational,amusement park,high school,karate,naval officer,rap music,teacher,inspirational,education,inspirational,teacher,education,high school,teacher,based on a book,education,great soundtrack,high school,school drama,teacher,high school,inspirational,high school,teacher,inspirational,inspirational,inspirational,inspirational,education,Michelle Pfeiffer,social commentary,awesome,dead,death,douchebags,drama,education,Emilio!,gangsters,high school,kinda scary,nigga,poetry,professor,stupid,teacher,touching,John N. Smith,high school,protagonist is a teacher,a list,inspirational,inspirational,seen at the cinema,gangsters,high school,inspirational,based on a book,inspirational,social commentary,inspirational,good soundtrack,inspirational,Bibliothek,inspirational,teacher changing lives,own,inspirational,inspirational,inspirational,inspirational,Highschool,Michelle Pfeiffer,inspirational,inspirational"
